ID_Review,Platform,Nama_Hotel,Review_Date,Text_Review,Kenyamanan,Kebersihan,Pelayanan,Harga,Lokasi,Fasilitas,Makanan,Alasan_Kenyamanan,Alasan_Kebersihan,Alasan_Pelayanan,Alasan_Harga,Alasan_Lokasi,Alasan_Fasilitas,Alasan_Makanan,split
73,Agoda,Hotel Santika Bandung,3/22/2025,"suasana hotel lokasi sudah cocok di santika depan riau junction, tapi sayang kasur sudah kurang layak di kamar superior, per kawat lemah jadi badan miring2 sulit tidur, tolong diganti baru tidak perlu kasur mewah, cukup standar hotel, untuk parkiran tolong diperbaiki bocoran air plafon buat cat mobil susah hilang bekasnya, sarang kelelawar kotoran kalau bisa dibersihkan juga, trims",negatif,negatif,none,none,positif,negatif,none,kasur sudah kurang layak di kamar superior per kawat lemah jadi badan miring2 sulit tidur,sarang kelelawar kotoran kalau bisa dibersihkan juga,,,lokasi sudah cocok di santika depan riau junction,parkiran tolong diperbaiki bocoran air plafon,,test
74,Agoda,Hotel Santika Bandung,2/28/2025,"hotelnya sudah tua tapi sangat strategis, pelayanannya sangat baik, check-in mudah dan cepat, sprei dan handuk bersih dan wangi, perlengkapan mandi semua tersedia, hanya lantai kamar mandi agak kotor, sarapannya enak banyak variasinya.",netral,netral,positif,none,positif,positif,positif,"semua tersedia, hanya lantai kamar mandi agak kotor, sarapannya enak banyak",sprei dan handuk bersih dan wangi. hanya lantai kamar mandi agak kotor,pelayanannya sangat baik check-in mudah dan cepat,,sangat strategis,perlengkapan mandi semua tersedia,sarapannya enak banyak variasinya,test
75,Agoda,Hotel Santika Bandung,1/31/2025,nilai terbaik untuk uang,none,none,none,positif,none,none,none,,,,nilai terbaik untuk uang,,,,train
76,Agoda,Hotel Santika Bandung,1/29/2025,tidak jauh dari pusat perbelanjaan taman,none,none,none,none,positif,none,none,,,,,tidak jauh dari pusat perbelanjaan taman,,,train
77,Agoda,Hotel Santika Bandung,1/29/2025,"menginap saat liburan imlek bersama keluarga, tempatnya bagus dan dekat dengan bip jalan riau untuk belanja, fasilitasnya bagus, dan pegawainya sangat ramah. next time saya akan kembali lagi menginap disini.",none,none,positif,none,positif,positif,none,,,pegawainya sangat ramah,,dekat dengan bip jalan riau untuk belanja,fasilitasnya bagus,,train
78,Agoda,Hotel Santika Bandung,1/28/2025,"kamarnya nyaman, bersih, stafnya sangat membantu, makanannya enak dan pilihan sarapannya banyak, pasti recomended. sedikit masukan mengenai kurangnya menu room service di kamar (entah di kamar saya saja atau di semua kamar). secara keseluruhan, sangat bagus.",positif,positif,positif,none,none,negatif,positif,kamarnya nyaman,kamarnya nyaman bersih,stafnya sangat membantu,,,kurangnya menu room service di kamar,makanannya enak dan pilihan sarapannya banyak,train
79,Agoda,Hotel Santika Bandung,1/20/2025,"lokasi bagus, staf baik, perlu renovasi lebih lanjut untuk suasana baru, kamar bersih",negatif,positif,positif,none,positif,none,none,perlu renovasi lebih lanjut untuk suasana baru,kamar bersih,staf baik,,lokasi bagus,,,train
80,Agoda,Hotel Santika Bandung,1/17/2025,"dari awal masuk air conditioner nya tidak dingin, , udh minta teknisi benerin tapi tidak ngefek. kami tidur sampe tidak pake selimut. apalgi siang, , geraah",negatif,none,negatif,none,none,none,none,air conditioner nya tidak dingin,,udh minta teknisi benerin tapi tidak ngefek,,,,,train
81,Agoda,Hotel Santika Bandung,1/16/2025,"dipusat kota, lokasi strategis",none,none,none,none,positif,none,none,,,,,dipusat kota lokasi strategis,,,test
82,Agoda,Hotel Santika Bandung,1/9/2025,"sangat nyaman bersih dan pelayanan nya baik banget semua staf nya ramah dan sangat membantu apapun yang dibutuhkan kami ketinggalan kemeja dan celana jeans disimpankan dengan baik di packing dan pas kembali ambil sudah tersedia di front office terima kasih yah semua anak saya sangat suka dengan ceasar salad nya, steak nya, perfecto",positif,positif,positif,none,none,none,positif,sangat nyaman,bersih,pelayanan nya baik banget semua staf nya ramah dan sangat membantu,,,,ceasar salad nya steak nya perfecto,test
83,Agoda,Hotel Santika Bandung,1/8/2025,staf super ramah dan lokasi yang sangat dekat kemana2 sangat cocok untuk membawa keluarga,none,none,positif,none,positif,none,none,,,staf super ramah,,lokasi yang sangat dekat kemana2,,,validation
84,Agoda,Hotel Santika Bandung,1/5/2025,"lokasi hotel strategis, dan suka dengan arsitektur lama nya",none,none,none,none,positif,none,none,,,,,lokasi hotel strategis,,,train
85,Agoda,Hotel Santika Bandung,1/5/2025,"semua staf ramah dan murah senyum, sarapan bervariasi dan lengkap tersedia hingga menit terakhir waktu sarapan. kamarnya bersih, tapi hotelnya semi outdoor jadi ada tokek yang masuk ke kamar, untung saya berhasil mengevakuasinya, mohon lebih diperhatikan lagi untuk kenyamanan pelanggan.",none,netral,positif,none,none,none,positif,,kamarnya bersih tapi hotelnya semi outdoor jadi ada tokek yang masuk ke kamar,semua staf ramah dan murah senyum,,,,sarapan bervariasi dan lengkap tersedia hingga menit terakhir waktu sarapan,train
86,Agoda,Hotel Santika Bandung,1/2/2025,penginapan dan lokasi yang sempurna,none,none,none,none,positif,none,none,,,,,penginapan dan lokasi yang sempurna,,,train
87,Agoda,Hotel Santika Bandung,12/30/2024,"terletak di pusat kota, dekat dengan restoran dan cafe serta segala tempat nongkrong",none,none,none,none,positif,none,none,,,,,terletak di pusat kota dekat dengan restoran dan cafe,,,train
88,Agoda,Hotel Santika Bandung,12/13/2024,staf ramah dan sangat bantu,none,none,positif,none,none,none,none,,,staf ramah dan sangat bantu,,,,,train
89,Agoda,Hotel Santika Bandung,12/9/2024,"proses check in dan check out cepat. semua staf ramah dan membantu. lokasi bagus, mudah menemukan makanan dalam jarak berjalan kaki. letaknya berseberangan dengan riau junction. sarapan luar biasa dengan banyak variasi.",none,none,positif,none,positif,none,positif,,,proses check in dan check out cepat. semua staf ramah dan membantu,,lokasi bagus mudah menemukan makanan dalam jarak berjalan kaki,,sarapan luar biasa dengan banyak variasi,train
90,Agoda,Hotel Santika Bandung,11/26/2024,menginap selama 2 malam dan mendapat pengalaman hebat. mudah untuk pergi ke setiap tempat terkenal,none,none,none,none,positif,none,none,,,,,mudah untuk pergi ke setiap tempat terkenal,,,train
91,Agoda,Hotel Santika Bandung,11/15/2024,menikmati masa menginap kami di sini. sarapannya tersebar dengan baik. staf yang ramah,none,none,positif,none,none,none,positif,,,staf yang ramah,,,,sarapannya tersebar dengan baik,train
92,Agoda,Hotel Santika Bandung,11/5/2024,"pelayanan ramah dan fast respon jika butuh sesuatu, fasilitas lengkap, sarapan juga baik, hanya kebersihan fasilitas umum dan kamar mandi yang perlu lebih diperhatikan, next insya allah saya akan memilih tempat ini lagi dan mungkin di lokasi lain saya akan memilih santika, harga bersahabat, pelayanan dan fasilitasnya bagus.",netral,negatif,positif,positif,netral,positif,positif,"kebersihan fasilitas umum dan kamar mandi yang perlu lebih diperhatikan, next insya",kebersihan fasilitas umum dan kamar mandi yang perlu lebih diperhatikan,pelayanan ramah dan fast respon jika butuh sesuatu,harga bersahabat,"tempat ini lagi dan mungkin di lokasi lain saya akan memilih santika, harga",fasilitas lengkap,sarapan juga baik,train
93,Agoda,Hotel Santika Bandung,10/24/2024,"kamar baik, kebersihan baik. tempatnya strategis. tapi breakfast tidak enak sekali. makanan nya tidak enak, pilihannya cuma ada indonesia food",positif,positif,none,none,positif,none,negatif,"kamar baik, kebersihan baik.",kebersihan baik,,,tempatnya strategis,,breakfast tidak enak sekali. makanan nya tidak enak pilihannya cuma ada indonesia food,test
94,Agoda,Hotel Santika Bandung,10/2/2024,sangat bagus dan direkomendasikan.,none,none,none,none,none,none,none,,,,,,,,train
95,Agoda,Hotel Santika Bandung,9/30/2024,"kamar membutuhkan lebih banyak pembersihan dan beberapa renovasi. variasi menu sarapannya baik, tapi agak hambar. namun letaknya di kawasan yang strategis dan tersedia tempat parkir yang cukup untuk para tamu.",negatif,negatif,none,none,positif,positif,netral,beberapa renovasi,kamar membutuhkan lebih banyak pembersihan,,,letaknya di kawasan yang strategis,tersedia tempat parkir yang cukup untuk para tamu,variasi menu sarapannya baik tapi agak hambar,train
96,Agoda,Hotel Santika Bandung,9/26/2024,"terima kasih untuk pak cucu selaku fb manager, juga kangen azizah selaku staf, dengan sambutan hangat pelayanan di resto, serta perbaikan menu dan layout resto. pelayanan lainnya sudah cukup baik.",none,none,positif,none,none,none,positif,,,sambutan hangat pelayanan di resto,,,,perbaikan menu dan layout resto,train
97,Agoda,Hotel Santika Bandung,9/19/2024,"lokasi strategis, mudah untuk berpergian dan mencari makan. semua staf hotel ramah dan membantu semua tamu. kamarnya bersih dan rapi.",none,positif,positif,none,positif,none,none,,kamarnya bersih dan rapi,semua staf hotel ramah dan membantu semua tamu,,lokasi strategis mudah untuk berpergian dan mencari makan,,,train
98,Agoda,Hotel Santika Bandung,9/18/2024,nilai uang musuh dan lokasi bagus,none,none,none,positif,positif,none,none,,,,nilai uang musuh dan lokasi bagus,lokasi bagus,,,train
99,Agoda,Hotel Santika Bandung,9/12/2024,"hotel dengan taman kosong bagian dalam yang bagus dan fasilitas lengkap. lokasi yang sangat bagus. stafnya sopan, rendah hati, dan membantu. sarapannya enak dengan banyak pilihan. mungkin kalau kamarnya di-refresh/direnovasi akan sempurna",negatif,none,positif,none,positif,positif,positif,kamarnya di-refresh/direnovasi akan sempurna,,stafnya sopan rendah hati dan membantu,,lokasi yang sangat bagus,fasilitas lengkap,sarapannya enak dengan banyak pilihan,train
100,Agoda,Hotel Santika Bandung,9/11/2024,"nyaman, lokasi dekat kmn2, minuman dan makanan enak. akan balik lagi jika ada kesempatan! terima kasih santika untuk servicenya",none,none,positif,none,positif,none,positif,,,terima kasih santika untuk servicenya,,lokasi dekat kmn2,,minuman dan makanan enak,train
101,Agoda,Hotel Santika Bandung,9/5/2024,"sangat senang dengan kunjungan ini; kamarnya sangat nyaman dan bersih, dan stafnya sangat membantu dan hangat. hanya kekurangannya adalah tidak ada setrika di kamar, dan hotel hanya memiliki sejumlah kecil yang dapat dipinjam. kalau tidak, ini adalah pengalaman menginap yang luar biasa.",positif,positif,positif,none,none,negatif,none,kamarnya sangat nyaman dan bersih,kamarnya sangat nyaman dan bersih,stafnya sangat membantu dan hangat,,,tidak ada setrika di kamar,,train
102,Agoda,Hotel Santika Bandung,9/2/2024,"lokasi dekat kemana2, staf ramah, service memuaskan. baik banget",none,none,positif,none,positif,none,none,,,"staf ramah, service memuaskan",,lokasi dekat kemana2,,,train
103,Agoda,Hotel Santika Bandung,9/2/2024,"tua tapi elegan, breakfast enak, suasanan nyaman, kamar besar. ranjang besar.",positif,none,none,none,none,none,positif,"suasanan nyaman, kamar besar. ranjang besar",,,,,,breakfast enak,train
104,Agoda,Hotel Santika Bandung,8/25/2024,"ruangannya rapi, bersih dan nyaman. ini akan menjadi pilihan bagus untuk tinggal di bandung.",positif,positif,none,none,none,none,none,ruangannya rapi,"ruangannya rapi, bersih dan nyaman",,,,,,train
105,Agoda,Hotel Santika Bandung,8/19/2024,"hotel yang termasuk sudah legendaris ini terletak di pusat kota, mall hanya tinggal melangkah kesebrang, staf yang ramah, kebersihan cukup baik, hanya sedikit yang perlu diperhatikan yaitu mengganti seprai tidur yang nampak sudah tua dan ada noda yang tidak dapat dibersihkan.",none,positif,positif,none,positif,none,none,,"hotel yang termasuk sudah legendaris ini terletak di pusat kota, mall hanya tinggal melangkah kesebrang, staf yang ramah, kebersihan cukup baik, hanya sedikit yang perlu diperhatikan yaitu mengganti seprai tidur yang nampak sudah tua dan ada noda yang tidak dapat dibersihkan.",staf yang ramah,,"terletak di pusat kota, mall hanya tinggal melangkah kesebrang",,,train
106,Agoda,Hotel Santika Bandung,8/12/2024,"saya suka hotel ini, selain strategis, semuanya sangat private. hanya satu saran, lift harus memerlukan kartu akses.",none,none,none,none,positif,negatif,none,,,,,selain strategis,lift harus memerlukan kartu akses,,train
107,Agoda,Hotel Santika Bandung,8/11/2024,"hotel dengan dekorasi kamar kayu serasa tahun 90an, perlu renovasi total, kran shower lama perlu diganti karena tidak berfungsi dengan baik, kebersihan dan staf baik, sarapan monoton, lebih baik menunya diganti setiap hari. sejak menginap lebih dari satu malam, rasanya menu yang sama, nafsu makan berkurang. parkirnya luas.",negatif,positif,positif,none,none,positif,negatif,"hotel dengan dekorasi kamar kayu serasa tahun 90an, perlu renovasi total",kebersihan dan staf baik,staf baik,,,parkirnya luas,"sarapan monoton, lebih baik menunya diganti setiap hari",train
108,Agoda,Hotel Santika Bandung,8/6/2024,"lokasi bagus, banyak pilihan makanan saat sarapan.",none,none,none,none,positif,none,positif,,,,,lokasi bagus,,banyak pilihan makanan saat sarapan,train
109,Agoda,Hotel Santika Bandung,8/2/2024,sedikit lelah tetapi cukup memadai. hotel ini memiliki suasana asli indonesia yang saya nikmati. kamarnya besar tapi sedikit bising. sarapannya luar biasa,netral,none,none,none,none,none,positif,kamarnya besar tapi sedikit bising,,,,,,sarapannya luar biasa,train
110,Agoda,Hotel Santika Bandung,7/26/2024,lokasi adalah yang terbaik. dekat dengan banyak factory outlet dan restoran.,none,none,none,none,positif,none,none,,,,,lokasi adalah yang terbaik. dekat dengan banyak factory outlet dan restoran,,,test
111,Agoda,Hotel Santika Bandung,7/22/2024,"kebersihan kamar baik, staf sangat kurang mau pakai fasilitas hotel tidak ada pegawainya, sarapan kurang, kopi dll dalam kamar tidak jelas merek apa, interior hotel kosong kurang menarik, karena ada acara semua hotel full kebagian ini dengan harga kamar harusnya jauh lebih murah",negatif,positif,negatif,negatif,none,negatif,negatif,interior hotel kosong kurang menarik,kebersihan kamar baik,staf sangat kurang mau pakai fasilitas hotel tidak ada pegawainya,harga kamar harusnya jauh lebih murah,,kopi dll dalam kamar tidak jelas merek apa,sarapan kurang,train
112,Agoda,Hotel Santika Bandung,7/9/2024,semuanya tampak tua. satu-satunya hal baru adalah lift penumpang.,negatif,none,none,none,none,positif,none,semuanya tampak tua,,,,,satu-satunya hal baru adalah lift penumpang,,train
113,Agoda,Hotel Santika Bandung,7/5/2024,"lokasi sangat strategis, dekat dengan pusat perbelanjaan, dago, dan juga distro. pelayanannya sangat ramah, dan kami sudah dua kali kembali menginap disini. sayangnya wi-fi hotel di dalam kamar tidak kuat dan stabil, sehingga suami saya harus bekerja di dekat lobi.",none,none,positif,none,positif,negatif,none,,,pelayanannya sangat ramah,,"lokasi sangat strategis, dekat dengan pusat perbelanjaan, dago, dan juga distro",wi-fi hotel di dalam kamar tidak kuat dan stabil,,train
114,Agoda,Hotel Santika Bandung,7/2/2024,"perlu pembenahan di sana-sini. misalnya, diperlukan kabel listrik di dekat tempat tidur. tombol lampu tersembunyi di belakang tempat tidur. tapi untuk harga, kami mendapatkan nilai terbaik, dan stafnya luar biasa.",none,none,positif,positif,none,negatif,none,,,stafnya luar biasa,"untuk harga, kami mendapatkan nilai terbaik",,diperlukan kabel listrik di dekat tempat tidur. tombol lampu tersembunyi di belakang tempat tidur,,test
115,Agoda,Hotel Santika Bandung,7/1/2024,"fakta saya yang paling berkesan tentang hotel ini adalah saya bisa berbelanja di 3 pusat perbelanjaan berbeda tanpa berkendara. semuanya berada dalam jarak berjalan kaki. hal lainnya adalah mereka hanya memiliki satu lift untuk lantai yang begitu luas, yang akan memakan waktu cukup lama jika anda mendapatkan kamar yang paling jauh. sepertinya mereka memiliki lift lain di sisi lain tetapi tidak tersedia atau sedang direnovasi selama saya tinggal. sarapannya enak dan enak. jika anda membutuhkan sesuatu yang lain yang tidak tersedia, anda bisa pergi ke seberang jalan untuk mencari kuliner lokal lainnya.",none,none,none,none,positif,negatif,positif,,,,,saya bisa berbelanja di 3 pusat perbelanjaan berbeda tanpa berkendara,mereka hanya memiliki satu lift untuk lantai yang begitu luas,sarapannya enak dan enak,validation
116,Agoda,Hotel Santika Bandung,6/26/2024,"saya bepergian dengan anak-anak dan orang tua. minta kamar tidak terlalu jauh dari lift tapi saya tidak bisa mendapatkannya. aku mendapat kamar di belakang. dan shower di kamarku juga rusak. ini adalah pengalaman buruk pertama saya menginap di sini, sebelumnya saya sangat menikmati menginap di sini, karena lokasinya bagus di pusat kota. dekat dept store, dan banyak kuliner.",netral,none,negatif,none,positif,negatif,none,dan shower di kamarku juga rusak.,,minta kamar tidak terlalu jauh dari lift tapi saya tidak bisa mendapatkannya,,"lokasinya bagus di pusat kota. dekat dept store, dan banyak kuliner",shower di kamarku juga rusak,,train
